"Index" "MMM" "AXP" "AAPL" "BA" "CAT" "CVX" "CSCO" "KO" "DIS" "DD" "XOM" "GE" "HD" "IBM" "INTC" "JNJ" "JPM" "MCD" "MRK" "MSFT" "NKE" "PFE" "PG" "TRV" "UTX" "UNH" "VZ" "WMT"
2003-08-29 51.311196 32.294953 1.471021 27.646127 25.559968 23.076901 16.23952 14.83 16.81731 26.990017 27.168915 18.766884 23.687349 63.969222 20.10477 34.084676 23.681262 15.16387 29.569768 18.065039 6.061273 17.927627 30.412744 24.823033 30.180944 22.150999 16.60134 44.869478
2003-09-30 49.751727 32.30212 1.348056 25.383568 24.496006 22.627206 16.621327 14.711173 16.546593 24.136577 26.376187 19.036598 23.510194 68.898931 19.352336 34.043427 23.757385 15.921388 29.963142 18.936956 6.477941 18.203252 32.339453 26.649644 29.063967 22.549833 15.247663 42.351873
2003-10-31 56.810756 33.717491 1.489238 28.459467 26.199077 23.529762 17.758263 15.889163 18.572872 24.371852 26.361776 18.52572 27.363355 69.795952 23.170766 34.600277 25.084936 16.908865 26.192593 17.906083 6.805992 18.934259 34.40882 27.441291 31.850769 22.800786 15.976505 44.773272
2003-11-28 57.177584 32.840968 1.360418 28.512014 27.189409 24.014537 19.260038 15.998987 18.942034 25.227455 26.270764 18.308597 27.134526 70.750695 23.599674 34.054539 24.735564 17.604772 24.032073 17.61153 7.1628 20.209984 33.691166 26.700021 32.363472 24.154134 15.615132 42.259284
2003-12-31 61.510752 34.723089 1.390346 31.297116 29.681323 27.624712 20.55818 17.46126 19.320863 27.923008 29.75418 19.913402 26.247041 72.422955 22.551267 35.684736 25.664893 17.055267 27.58701 18.748643 7.303078 21.26955 34.965437 28.750364 35.788637 26.072124 16.680232 40.362833
2004-01-30 57.21375 37.322104 1.467768 31.007465 28.057077 27.611921 21.8139 16.941724 19.875727 26.712141 29.601781 21.616776 26.232249 77.541326 21.474718 36.900475 27.428077 17.680329 28.422979 18.940444 7.43109 22.052182 35.549458 30.548621 36.079419 27.282072 17.711552 40.971509
2004-02-27 56.693821 38.45962 1.55625 32.336221 27.202402 28.489356 19.650328 17.189449 21.970961 27.653286 30.793296 21.030863 26.853481 75.530257 20.572137 37.403209 28.93031 19.438745 28.709599 18.173237 7.814059 22.163271 36.052384 30.990935 34.912033 27.783976 18.417901 45.315937
2004-03-31 59.491457 37.40135 1.759239 30.621365 28.394639 28.305554 19.998197 17.393572 20.695601 25.89314 30.369771 19.737452 27.682081 71.882886 19.163087 35.189962 29.586214 19.624204 26.592855 17.077226 8.317757 21.195705 36.885902 29.224663 32.709896 28.891115 17.557789 45.516918
2004-04-30 62.841349 35.309472 1.677263 31.82922 28.041399 29.505106 17.741294 17.486938 19.072418 26.340842 31.07078 19.36883 26.074207 69.01039 18.127434 37.486466 26.733353 18.703782 28.28387 17.899233 7.685406 21.625061 37.384634 29.860558 32.694734 27.564024 18.321754 43.465645
2004-05-28 61.713447 36.571811 1.825601 34.307498 27.182803 29.381804 18.980046 17.756659 19.436805 26.717499 31.786031 20.125476 26.615104 69.479706 20.144856 38.853653 26.192999 18.133671 28.464405 17.967734 7.599953 21.472729 38.102006 29.133685 32.206392 29.25427 16.787659 42.597501
2004-06-30 65.690961 37.134753 2.117073 38.270089 28.658288 30.587628 20.108497 17.540751 21.109679 27.47202 32.638558 21.079409 26.143623 69.134625 19.474538 38.84668 27.565217 17.858919 28.80515 19.563801 8.1028 20.828667 38.476594 29.924749 34.821426 27.909247 17.56927 40.128635
2004-07-30 60.107849 36.318048 2.104061 38.015405 26.649411 31.088159 17.749779 15.240439 19.122107 26.513406 34.027589 21.632417 25.044403 68.287597 17.202508 38.546786 26.776207 18.889241 27.501337 19.51585 7.777618 19.419026 37.027942 27.363355 35.590328 28.200669 18.912051 40.518454
2004-08-31 60.384135 36.151815 2.243941 39.274877 26.362936 31.95391 15.917106 15.535796 18.592087 26.356995 34.083793 21.333142 27.217048 66.561643 15.04711 40.726667 28.390096 18.559538 27.270898 18.755855 8.055733 19.958205 39.740248 25.606549 35.88265 29.64881 19.260457 40.354011
2004-09-30 58.631851 37.192572 2.521099 38.823613 29.173291 35.159133 15.357122 13.998002 18.674903 26.693786 35.732534 21.976656 29.182393 67.386882 14.177783 39.485943 28.497687 19.253288 20.182544 18.996315 8.439963 18.693636 38.426695 24.560524 35.680137 33.060687 19.324248 40.760081
2004-10-29 56.872235 38.443636 3.409177 37.529996 29.354902 34.778965 16.298912 14.211206 20.886078 26.737443 36.390551 22.330061 30.581957 70.538521 15.732675 40.922942 27.922496 20.022595 19.148952 19.216164 8.708798 17.685646 36.51144 25.229139 35.466164 32.459912 19.367924 41.311719
2004-11-30 58.611284 40.356037 4.362315 40.445567 33.367784 36.060688 15.908621 13.82608 22.260815 28.488889 38.096445 23.141588 31.142252 74.210613 15.845518 42.482631 27.235286 21.506674 17.136815 20.528961 9.067604 17.066904 38.152243 27.101266 37.419407 37.145077 20.423006 39.886651
2004-12-31 60.437596 40.834138 4.189905 39.08656 35.540061 34.680343 16.392243 14.645585 23.228434 30.833627 38.103877 24.029896 31.880716 77.628211 16.56062 44.665921 28.219082 22.430189 19.926815 20.460046 9.727484 16.526073 39.293673 27.705121 39.632052 39.467485 20.066357 40.567492
2005-01-31 62.123987 38.730866 5.003162 38.203204 32.617554 35.9286 15.306215 14.592828 23.921945 29.896992 38.356614 23.786306 30.776749 73.564893 15.895081 45.567409 27.240375 22.661066 17.391013 20.12313 9.292004 14.848268 38.144212 28.056387 38.608177 39.857543 17.800513 40.244919
2005-02-28 62.125099 39.311648 5.83724 41.697422 34.79572 41.284812 14.780169 15.053579 23.345412 33.738474 47.291672 23.319494 29.851807 73.042512 17.045826 46.401241 26.671193 23.143814 19.654016 19.324962 9.326328 16.278378 38.043889 28.639337 38.466086 40.870795 17.990572 39.638173
2005-03-31 63.420297 37.381548 5.422153 44.344755 33.474178 38.777664 15.178945 14.75204 24.005501 32.434512 44.520352 23.889232 28.595773 72.095749 16.505816 47.504689 25.248243 21.786527 20.309616 18.56456 8.948869 16.265994 37.979396 27.451014 39.151607 42.776576 17.7555 38.599586
2005-04-29 56.596453 38.34938 4.692173 45.148818 32.383985 34.581349 14.652901 15.378657 22.058657 29.820255 42.600599 23.981979 26.449592 60.261253 16.711873 48.544468 26.157358 20.506201 21.269572 19.432493 8.250661 16.823261 39.004496 26.755957 39.174713 42.386396 18.110603 36.311802
2005-05-31 57.040765 39.186226 5.173621 48.670599 34.612797 36.086594 16.460119 15.799942 22.927634 29.671148 42.194412 24.167474 29.425825 59.764732 19.220652 47.694902 26.348985 21.646601 20.353535 19.879395 8.829636 17.394753 39.7248 28.310494 41.266127 43.574884 17.898132 36.497611
2005-06-30 53.803619 38.821331 4.789764 50.270102 35.054145 37.522542 16.188613 14.875129 21.03928 27.438315 43.147916 23.097385 29.162316 58.696793 18.550497 46.202216 26.03206 19.414776 19.553615 19.139697 9.315986 17.195244 37.996068 29.720934 39.71913 46.768101 17.478249 37.247192
2005-07-29 55.81288 40.112212 5.549672 50.27772 39.841734 38.924941 16.248004 15.591273 21.423634 27.227792 44.108927 22.997395 32.61831 66.022029 19.34898 45.46298 26.151133 21.807516 19.718678 19.732997 9.014777 16.521898 40.276033 33.096776 39.216358 46.911616 17.519561 38.135868
2005-08-31 53.259978 40.287247 6.101386 51.23782 41.009421 41.506141 14.949862 15.676783 21.047635 25.465408 45.192754 22.40413 30.301595 63.928792 18.389998 45.290444 25.220885 22.703045 18.166043 21.159393 8.488736 15.999817 40.167432 32.337398 38.840994 46.19404 16.741596 34.85334
2005-09-30 54.914293 41.891738 6.975801 51.948819 43.418696 43.757208 15.204399 15.486179 20.161947 25.207987 47.939024 22.59227 28.663265 63.611605 17.62494 45.211851 25.250653 23.430663 17.509671 19.884266 8.800997 15.679569 43.048946 33.916134 40.270343 50.409807 16.73136 33.969604
2005-10-31 56.87552 41.568842 7.493684 49.418275 39.042286 38.579078 14.805624 15.339169 20.36248 26.829741 42.355945 22.753309 30.842696 64.927923 16.802681 44.740299 27.526847 22.108358 18.159607 19.861082 9.056364 13.651335 40.742779 34.037074 39.835323 51.925688 16.332715 36.67508
2005-11-30 59.059996 42.946952 8.824824 52.331465 42.895289 39.051305 14.881985 15.407745 20.83039 27.755962 44.005387 23.967804 31.474395 70.66357 19.141933 44.349772 28.7521 24.16836 19.161491 21.453943 9.191051 13.426803 41.615993 35.170887 41.99697 53.692723 16.576333 37.64409
2005-12-30 58.322496 42.980361 9.354418 53.904705 42.887866 38.683346 14.525632 14.548752 20.241154 27.593647 42.594909 23.68589 30.495058 65.337965 17.907894 43.164716 29.834531 24.075544 20.732212 20.268085 9.368351 14.769483 42.118093 33.936735 43.611638 55.737817 15.61223 36.390061
2006-01-31 54.747892 43.907435 9.825457 52.423553 50.609238 40.461812 15.755898 14.934938 21.3727 25.41862 47.584664 22.131609 30.547792 64.622591 15.253279 41.326088 30.134566 24.996581 22.485423 21.818226 8.737965 16.264165 43.307213 34.476139 45.530518 53.298053 16.623318 35.853542
2006-02-28 55.730245 45.104531 8.912005 56.019813 54.470149 38.794063 17.172826 15.147882 23.635791 26.366069 45.260734 22.379015 31.753132 63.940182 14.8498 41.63962 31.188328 24.925184 22.720054 20.896707 9.367271 16.746789 43.819033 32.652807 45.80528 52.230658 17.694435 35.270368
2006-03-31 57.320595 43.991147 8.161206 60.058109 53.523552 39.817491 18.386124 15.22212 23.551347 27.656851 46.396637 23.679408 31.980894 65.717186 14.028014 42.773604 31.567379 24.532493 23.213961 21.161122 9.202713 15.934707 42.137342 31.920962 45.390293 50.131702 17.883456 36.8682
2006-04-28 64.696767 45.147713 9.159236 64.31219 56.632059 41.912425 17.775233 15.254841 23.610458 28.895217 48.089056 23.55005 30.189057 65.61359 14.402864 42.333011 34.683926 24.682429 22.68023 18.781371 8.850177 16.196875 42.797659 33.631967 49.179995 44.639293 17.549018 35.143415
2006-05-31 63.694038 45.609174 7.777348 64.377552 54.545928 41.420559 16.697689 16.007403 25.755328 28.093929 46.668316 23.325374 28.820607 63.899433 13.05662 43.76587 32.589743 23.68285 22.190088 17.683516 8.684722 15.272705 39.886155 33.62433 49.152732 39.452015 16.582043 37.945152
2006-06-30 61.493749 44.652691 7.452045 63.341327 55.68994 42.993141 16.57042 15.752966 25.333109 27.479602 47.005437 22.608154 27.1678 61.436225 13.766691 43.547838 32.100592 23.989864 24.283115 18.190989 8.776191 15.150058 40.878712 34.260548 49.860303 40.187926 17.793419 37.725859
2006-07-31 53.598616 43.801868 8.843041 59.869189 53.221445 45.570234 15.17046 16.294909 25.071334 26.198102 51.901357 22.422954 26.347982 61.908076 13.042129 45.459235 35.15192 25.267896 26.842741 18.784344 8.559495 16.776737 41.550648 35.198139 48.893287 42.925159 18.190049 34.851584
2006-08-31 54.94288 44.205727 8.828728 58.143667 49.827045 44.963919 18.65763 16.408425 25.037556 26.651775 52.088279 23.362676 26.029166 65.013421 14.260765 47.265399 35.182742 25.632029 27.280568 20.138629 8.750188 17.954907 45.76486 33.737956 49.517117 46.622663 18.921523 35.156463
2006-09-29 57.027186 47.184187 10.016735 61.209986 49.414013 45.285089 19.497605 16.474872 26.101547 28.565474 51.649528 24.387321 27.651901 65.792267 14.98947 47.470074 36.18444 27.931056 28.1888 21.431575 9.511669 18.476095 45.824005 36.248038 50.022474 44.154668 19.970328 38.772734
2006-10-31 60.414179 48.770421 10.550232 61.994034 45.790415 46.918869 20.473334 17.227082 26.565987 30.539185 54.974803 24.256059 28.460036 74.134732 15.550573 49.268293 36.816446 29.930211 30.556926 22.497276 9.974116 17.362057 47.101027 39.525746 51.893877 43.777736 20.115822 38.741288
2006-11-30 62.776704 49.538127 11.926915 68.968261 46.786022 50.869492 22.832053 17.383083 27.908643 31.539378 59.38003 24.373503 29.122281 74.045024 15.670069 48.451243 35.916212 30.697325 29.944711 23.085275 10.741607 18.068203 46.655207 40.051416 51.160864 44.046975 19.718641 36.241342
2006-12-29 60.05633 51.183209 11.039488 69.209761 46.258051 51.720599 23.188406 17.91018 29.200937 32.735629 59.240876 25.89693 30.801969 78.257989 14.827986 48.5321 37.483861 32.423455 29.580138 23.478417 10.770587 17.023153 47.754896 41.713708 49.567292 48.220127 21.016662 36.438334
2007-01-31 57.258892 49.238045 11.155296 69.770669 48.567894 51.263392 22.586 17.772838 29.967813 33.306875 57.284992 25.089608 31.24682 79.869064 15.34788 49.105493 39.805109 32.438081 30.360349 24.2647 10.746659 17.246623 48.431703 39.507209 53.927815 46.900871 21.977156 37.629798
2007-02-28 57.449439 48.096315 11.00956 68.24141 48.840791 48.543185 22.009047 17.327403 29.183894 34.341837 55.650141 24.487138 30.36479 75.092295 14.620229 46.52996 38.601498 31.95535 29.953284 22.2264 11.362246 16.584583 47.401399 39.429517 52.246932 46.829077 21.338154 38.119012
2007-03-30 59.271875 47.698827 12.089566 69.531789 50.811705 52.39717 21.661179 17.944622 29.337271 33.461796 58.57705 24.802785 28.343812 76.158809 14.082828 44.555781 37.812119 32.950069 30.223961 21.989697 11.57741 16.783918 47.155021 40.425253 51.737517 47.5641 21.634833 37.223234
2007-04-30 64.188576 51.448219 12.986102 72.730357 55.288276 55.110546 22.687814 19.511037 29.805916 33.285788 61.628181 25.85494 29.215571 82.58213 15.827538 47.483777 41.008571 35.312527 35.198564 23.622947 11.736482 17.581253 48.346317 42.244661 53.432913 47.644915 22.017714 37.992275
2007-05-31 68.595553 55.103108 15.769396 78.959432 59.825843 58.14959 22.840537 19.810116 30.197877 35.679037 64.849386 26.359974 29.987041 86.464359 16.412702 47.087597 40.796053 36.972831 35.889673 24.293145 12.366234 18.461385 47.708204 42.299321 56.373197 49.180398 25.102964 37.913726
2007-06-29 67.683131 51.880702 15.88 75.482052 59.612669 60.111934 23.629605 19.686786 29.922348 34.669766 65.402987 27.044798 30.52994 85.369361 17.567067 45.859612 38.135612 37.126426 34.329974 23.327434 12.744132 17.171976 45.936506 41.997788 56.676835 45.92086 23.741994 38.319947
2007-07-31 69.344208 49.762785 17.144778 81.188731 60.244154 60.839788 24.528972 19.611516 28.923184 31.866998 66.377638 27.383918 28.838573 89.749358 17.47827 45.026072 34.910741 35.012649 34.226572 22.947483 12.341847 15.788548 46.700259 39.862573 58.306904 43.487433 24.817611 36.599492
2007-08-31 71.345631 49.830788 18.019193 76.164184 57.927654 63.06739 27.082836 20.240017 29.449059 33.499608 67.112708 27.461633 29.913992 94.983118 19.143443 46.295465 35.315298 36.021997 34.585036 22.821387 12.317797 16.882799 49.304781 39.674173 59.896681 44.906183 24.386711 34.926949
2007-09-28 73.376464 50.468336 19.969711 82.693669 59.96128 67.249844 28.109473 21.761674 30.141464 34.056219 72.459488 29.446469 25.330458 95.886634 19.225221 49.224986 36.346517 39.839963 35.905524 23.401254 12.867942 16.604138 53.102102 39.745002 64.59179 43.487433 25.784228 34.94296
2007-10-31 67.715231 51.939961 24.716534 77.652811 57.308295 65.762271 28.050081 23.386131 30.351815 34.021859 72.01327 29.275764 24.604277 94.51915 19.998392 48.827891 37.585397 43.701813 40.469255 29.239655 14.535116 16.726478 52.74372 41.221425 61.469741 44.133954 27.08295 36.191778
2007-11-30 65.670334 50.261179 23.710698 73.149681 55.226731 63.498722 23.773843 23.642511 29.054655 31.993184 70.069189 27.234428 22.484833 85.917908 19.470873 51.069099 36.481825 43.890227 41.233352 26.778065 14.401303 16.346868 56.142628 41.932004 60.265045 49.386925 25.401654 38.345195
2007-12-31 66.506394 44.330054 25.774419 69.134115 55.733677 67.521204 22.967806 23.364588 28.597756 30.565101 73.62923 26.592098 21.209433 88.303153 19.903891 50.285044 34.906439 44.22051 40.629475 28.371997 14.141323 15.638228 55.70259 42.705407 61.691678 52.260347 25.683831 38.220497
2008-01-31 62.822989 42.012644 17.613215 65.750923 54.834906 60.228652 20.787265 22.462289 26.436093 31.320736 67.350034 25.365433 24.122384 87.494458 15.752892 47.601166 38.23816 40.219572 32.232296 25.981099 13.500738 16.071668 49.88361 38.180855 59.056036 45.651478 23.055501 40.80177
2008-02-29 62.226715 36.17209 16.267761 65.764664 55.869967 63.147175 20.693934 22.256702 28.712927 32.462819 68.674679 23.989355 20.902392 93.363903 14.999818 47.021406 32.792853 40.894578 30.973769 21.761713 13.251987 15.545288 50.463121 36.839367 57.082309 41.736441 21.565175 39.877015
2008-03-31 62.821996 37.386379 18.672402 59.076195 60.473658 62.199892 20.439396 23.323261 27.800421 32.700591 66.756744 26.790766 22.220317 94.413488 15.908671 49.229806 34.64829 42.149152 26.766397 22.705786 15.025854 14.603361 53.429297 38.215776 55.714145 30.880289 21.642363 42.563382
2008-04-30 61.036153 41.223124 22.634594 67.408979 63.536142 70.062321 21.754508 22.55693 28.730646 34.204147 73.457673 23.670849 22.879697 98.972623 16.719878 50.914557 38.753162 45.028627 26.829875 22.817796 14.760692 14.031227 51.419373 40.252356 58.669052 29.32549 23.220933 46.845574
2008-05-30 61.959581 39.789499 24.560388 66.055473 64.125878 72.732141 22.670845 21.940034 29.767181 33.784195 70.368904 22.237567 21.735713 106.564944 17.514896 51.005903 34.971373 44.832126 27.478756 22.741194 15.107613 13.722986 50.652492 39.781148 57.758076 30.745478 23.214898 46.848485
2008-06-30 55.592665 32.338088 21.787505 52.448543 57.281853 72.717467 19.735175 20.04825 27.640955 30.244293 69.869436 19.535006 18.761064 97.590538 16.230369 49.171707 27.903903 42.765847 26.849055 22.090757 13.216672 12.383293 46.634034 34.869971 50.16432 23.591606 21.362293 45.598975
2008-07-31 56.231756 32.004585 20.682776 48.769484 54.268359 62.029547 18.65763 19.863118 26.887916 30.89304 63.764881 20.706082 19.089503 105.371109 16.766849 52.328054 33.413957 45.481501 23.436826 20.653372 13.010473 13.233892 50.529461 35.448457 52.018041 25.236278 20.79396 47.562488
2008-08-29 57.602262 34.211799 22.059457 52.643817 55.212908 63.799588 20.405457 20.082962 28.659771 31.620413 63.755867 20.567016 21.725025 100.615609 17.38876 54.175598 31.65403 47.449242 25.410076 22.001499 13.438391 13.769328 53.839953 35.480596 53.584836 27.366263 21.4537 48.120903
2008-09-30 54.955453 30.547481 14.789583 46.051295 46.524658 60.961426 19.141252 20.540428 27.189132 28.674676 61.883274 18.914704 20.913213 96.672974 14.240991 53.291003 38.405901 47.219649 22.730245 21.517772 14.888316 13.286573 53.778223 36.569676 49.067015 22.818699 19.602767 48.78891
2008-10-31 51.729409 23.831368 13.999747 42.09257 30.120268 55.137271 15.077131 17.114434 22.954395 22.797436 59.062429 14.471603 19.055338 76.844106 12.188099 47.183461 34.185589 44.334429 22.29091 18.002691 12.825316 12.760585 50.122523 34.425656 44.900483 21.326811 18.417722 45.465172
2008-11-28 54.281805 20.200334 12.058337 34.488614 32.320153 58.902425 14.033526 18.36074 19.9511 18.088823 64.234691 12.735901 18.667608 67.823307 10.583688 45.434923 26.237957 45.36122 19.244365 16.412019 11.850565 12.04772 49.974965 35.315628 39.944271 18.882272 20.267564 45.522197
2008-12-31 46.666295 16.07534 11.10585 34.520973 35.221788 55.145074 13.829894 17.73396 20.403018 18.26206 63.978233 12.247485 18.794283 69.951102 11.243251 46.404429 26.130222 48.017263 22.211137 15.778915 11.404656 12.986312 48.010138 36.824163 44.117307 23.906161 21.043504 45.866408
2009-01-30 43.624957 14.623062 11.72783 34.229727 24.587308 52.573076 12.701443 16.73503 18.595611 16.572999 61.293441 9.170493 17.577798 76.176548 9.893447 44.744632 21.399099 44.797583 20.859472 13.879601 10.118837 10.69116 42.622203 31.479771 39.499808 25.460959 18.812643 38.551999
2009-02-27 37.269964 10.541192 11.62113 25.692027 19.614057 45.676302 12.362059 16.00248 15.07971 13.780043 54.691373 6.622757 17.05528 76.908519 9.871393 39.101827 19.167755 40.71753 17.681235 13.198391 9.286967 9.220745 37.67177 29.451185 33.892177 17.660002 17.968688 40.286514
2009-03-31 40.762488 11.913469 13.678348 29.075138 22.283991 50.589269 14.228671 17.399032 16.329608 16.402364 54.852464 7.867929 19.475527 80.969971 11.645764 41.135121 22.29667 42.525466 19.871947 15.01266 10.547546 10.201994 36.827148 33.404424 35.676847 18.837888 19.020483 42.866918
2009-04-30 47.222832 22.338861 16.373158 32.727914 28.722434 49.731569 16.392243 17.042737 19.692643 20.493773 53.700643 9.844639 21.757041 86.251529 12.22689 40.947434 27.73137 41.527985 18.007327 16.557239 11.802725 10.007242 38.999022 33.815403 40.541118 21.168998 19.378538 41.468192
2009-05-29 47.221094 22.011131 17.671769 37.010602 28.625561 50.645601 15.696506 19.461579 21.778804 21.221995 56.19265 10.490572 19.144873 89.280999 12.283625 43.518812 31.008715 45.969898 20.488535 17.180519 12.83296 11.506923 40.97106 33.420863 43.991046 23.941129 18.688729 41.145839
2009-06-30 49.702062 20.740612 18.533172 35.071363 26.671985 50.326551 15.823775 19.160676 20.97851 19.09756 56.646409 9.195952 19.713997 87.718497 12.932187 44.812699 28.664153 45.17129 21.060901 19.549112 11.697788 11.362993 40.308456 33.966119 43.447533 22.483059 19.627636 40.070453
2009-07-31 58.319291 25.283199 21.260514 35.409699 36.015022 52.772613 18.6746 19.899314 22.588092 23.05572 57.035338 10.514142 21.641181 99.067636 15.04197 48.03953 32.526998 43.26198 22.605067 19.343505 12.795727 12.067498 44.13711 35.646216 45.546328 25.25519 20.806418 41.261649
2009-08-31 60.061349 30.182767 21.887699 41.381684 37.036783 53.661338 18.326732 19.472101 23.415363 24.100747 56.372843 10.906461 22.767457 99.630985 15.993967 48.070961 36.574987 44.579086 24.427935 20.386839 12.513335 12.778023 43.023944 41.729328 49.973882 25.201188 20.138173 42.31143
2009-09-30 61.477501 30.415233 24.117976 45.11412 41.957583 54.037288 19.972744 21.615688 24.692236 24.259254 55.932621 12.959983 22.409939 100.94758 15.403638 48.428869 36.877956 45.23699 24.113572 21.271784 14.685455 12.663249 46.053349 40.989795 51.29563 22.537063 19.638612 40.830905
2009-10-30 61.285902 31.258603 24.527859 39.823727 45.33254 58.725174 19.353367 21.458702 24.611309 24.017719 58.427209 11.255138 21.106058 101.791553 15.041571 46.965425 35.195257 46.457684 23.579918 22.93416 14.113472 13.030522 46.468693 41.456063 51.733407 23.356101 19.504524 41.321641
2009-11-30 64.930065 37.530064 26.012542 44.049096 48.074227 60.403039 19.853959 23.188138 27.174049 26.413871 61.555175 12.644272 23.015614 107.114538 15.227646 50.375183 35.801928 50.567145 27.605199 24.431125 14.728581 14.035755 49.953843 43.620869 56.921262 25.804216 20.737151 45.372292
2009-12-31 69.315188 36.354725 27.420455 45.494707 46.921567 59.590336 20.312128 23.10706 29.333866 25.718767 55.913781 12.019457 24.538115 110.971844 16.179373 51.633764 35.110996 49.919565 28.141646 25.319982 15.058632 14.051205 48.575808 41.787031 58.758256 27.433292 21.837947 44.681551
2010-01-29 67.487353 33.935948 24.991091 50.932554 43.304196 55.820954 19.064891 21.992246 26.878007 24.90909 52.830691 12.774148 23.757781 103.757407 15.386267 50.391217 32.850125 49.911571 29.404707 23.409354 14.529859 14.414264 49.66697 42.46588 57.124436 29.7014 19.672749 44.664832
2010-02-26 67.6436 34.413537 26.625413 53.446571 47.29143 56.495858 20.643026 21.372004 28.415193 26.082191 53.645781 12.837899 26.463505 108.283379 16.412725 50.889875 35.406262 51.480704 28.4035 23.927773 15.407348 13.684852 51.062971 44.075009 58.489646 30.475437 19.345093 45.19984
2010-03-31 70.52995 37.341999 30.578499 61.443248 52.099322 59.25423 22.085409 22.47877 31.753342 28.804888 55.279917 14.548554 27.643043 109.211568 17.819758 52.666979 37.751494 53.794717 29.066683 24.445221 16.819211 13.372947 51.054903 45.484697 62.715554 29.404384 20.742647 46.740819
2010-04-30 74.834158 41.7405 33.973362 61.29093 56.795088 63.637934 22.849022 21.845278 33.508826 30.81597 55.931914 15.076139 30.104001 109.850232 18.259455 51.939986 35.961045 56.915001 27.268986 25.488462 17.370698 13.037649 50.54524 42.786312 63.857227 27.305359 19.623794 45.093122
2010-05-28 67.355539 36.083992 33.425551 54.624889 50.681005 58.261644 19.650328 21.007433 30.39807 28.281587 50.237699 13.069717 28.933338 107.212177 17.245011 47.523475 33.427388 54.368662 26.218381 21.629652 16.562917 12.000956 49.675173 41.715389 57.743183 26.188281 18.686741 42.750804
2010-06-30 67.083773 36.092189 32.729402 53.407787 50.105465 53.521525 18.080677 20.657585 28.651683 27.046175 47.420865 11.600118 24.154139 105.688646 15.658986 48.142994 30.919066 53.555612 27.516276 19.290633 15.51504 11.236615 48.772579 41.841932 55.626453 25.692071 19.026253 40.645393
2010-07-30 72.646489 40.583256 33.473695 57.995324 58.567182 60.107211 19.573967 22.714276 30.643656 31.800172 49.589579 12.967678 24.532758 109.89975 16.584839 47.352293 34.065096 56.693986 27.114979 21.638036 16.913804 11.819721 50.121307 42.861431 60.931143 27.546605 21.421673 43.283496
2010-08-31 67.129208 36.246738 31.632481 52.345124 54.713087 58.973674 16.960711 23.031642 29.597645 32.19134 49.467408 11.648384 24.142575 105.91127 14.334449 46.918417 30.749924 59.846302 27.665777 19.781238 16.077761 12.676426 48.900234 41.621042 56.222426 28.69551 21.768135 42.643104
2010-09-30 74.10278 38.210444 36.921908 56.977663 66.065461 64.522358 18.581269 24.302476 30.107006 35.231238 51.710221 13.168967 27.492337 115.381613 15.575633 50.983253 32.187628 61.034058 29.267543 20.640926 18.475899 13.680342 49.14609 44.58341 61.412723 31.879409 24.023824 45.517729
2010-10-29 71.974816 37.870317 39.163898 60.488459 66.361822 65.75628 19.395791 25.465274 32.863027 37.331531 55.643509 12.982576 26.815441 123.518715 16.265178 52.447913 31.865025 63.704447 28.869995 22.478297 18.775608 13.879532 52.496826 47.236168 64.464816 32.732916 24.295921 46.07054
2010-11-30 72.219796 39.477935 40.487232 54.93639 71.42761 65.010255 16.256489 26.41484 33.208664 37.424839 58.579237 12.8286 26.419812 122.218692 17.30003 51.081725 31.670262 64.640644 27.407015 21.420719 19.856865 13.121434 50.432297 46.200738 65.269957 33.15967 23.944348 46.002503
2010-12-31 74.214912 39.203906 41.971917 56.219992 79.076954 73.263996 17.164341 27.502042 34.491425 39.72656 61.577259 14.939021 30.661327 126.797778 17.193745 51.330702 35.921187 63.369294 28.961103 23.667944 19.763084 14.09548 53.124444 47.987604 68.261609 32.895464 26.76441 46.120094
2011-01-31 75.60805 39.787032 44.152747 59.855426 82.290501 76.218642 17.944924 26.281031 35.741981 40.363712 67.943833 16.450074 32.156787 139.964846 17.545304 49.604464 38.09883 60.818339 26.65482 23.515302 19.082876 14.667027 52.519955 48.461364 70.498843 37.395701 26.994427 47.950188
2011-02-28 79.791515 39.961293 45.960133 62.395381 87.312247 83.926671 15.747413 26.728456 40.220076 44.033099 72.407805 17.205419 32.768965 140.414927 17.702092 51.451577 39.582429 62.988573 26.172672 22.673318 20.598307 15.650984 52.453399 51.622638 72.80557 38.789502 27.979624 44.452483
2011-03-31 80.890235 41.456289 45.348563 64.059025 94.454664 86.952074 14.602052 27.941533 39.622382 44.113352 71.222595 16.489897 32.631665 141.447137 16.638483 49.617611 39.082244 63.329813 26.836209 21.658221 17.575912 16.521387 51.247095 51.549769 73.772942 41.294765 29.207335 44.824338
2011-04-29 84.09989 45.194031 45.559357 69.127944 98.306313 88.529495 14.917082 28.413263 39.631576 45.573899 74.481925 16.818874 32.710911 147.961316 19.087258 55.035771 38.893577 65.177524 29.226349 22.110324 19.112935 17.05827 54.440246 54.84313 78.069464 44.976576 29.000107 47.347591
2011-05-31 82.132836 47.514504 45.260078 67.968658 90.120508 85.521275 14.30405 28.139491 38.279875 43.089267 71.064629 16.152697 31.944866 147.185387 18.705321 56.839269 36.856417 68.371827 29.876726 21.473912 19.607474 17.617646 56.201793 53.803124 76.912417 44.720769 28.347644 47.868917
